Animal type,Country,Weight kg,Body Length cm,Gender,Animal code,Latitude,Longitude,Animal name,Observation date,Data compiled by
red squirrel,Germany,0.273,19.0,male,0.0,48.161106,11.48991,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Germany,0.267,22.0,female,0.0,48.161385,11.492571,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Germany,0.258,20.0,female,0.0,48.162137,11.494415,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Germany,0.296,18.0,male,0.0,48.162162,11.493917,Bob Bobson,11.04.2024,Bob Bobson
red squirrel,Czech Republic,0.308,22.0,female,0.0,50.106721,14.346231,Bob Bobson,11.04.2024,John Johnson
red squirrel,Germany,0.302,18.0,female,0.0,48.160992,11.495374,Bob Bobson,12.04.2024,Bob Bobson
hedgehog,Slovakia,1.0,20.0,female,0.0,48.408713,18.863829,Bob Bobson,12.04.2024,John Johnson
red squirrel,Czech Republic,0.325,21.0,female,0.0,50.106483,14.348192,Bob Bobson,12.04.2024,John Johnson
hedgehog,HU,1.2,23.0,male,0.0,47.511267,18.940191,Bob Bobson,13.04.2024,Anne Anthony
red squirrel,Poland,0.264,20.0,male,0.0,50.041366,19.949936,Bob Bobson,13.04.2024,Anne Anthony
red squirrel,Poland,0.3315,21.0,male,0.0,50.041573,19.94985,Bob Bobson,13.04.2024,Anne Anthony
red squirrel,Poland,0.32,23.0,female,0.0,50.041554,19.95113,Bob Bobson,13.04.2024,Anne Anthony
red squirrel,Poland,0.298,23.0,male,0.0,52.211967,21.032924,Bob Bobson,13.04.2024,Anne Anthony
hedgehog,Slovakia,0.8,23.0,male,0.0,48.412843,18.872614,Bob Bobson,13.04.2024,John Johnson
hedgehog,Slovakia,0.8,16.0,male,0.0,48.407138,18.867247,Bob Bobson,13.04.2024,John Johnson
hedgehog,Hungary,0.4,17.0,female,0.0,47.509261,18.949967,Bob Bobson,14.04.2024,Anne Anthony
red squirrel,Hungary,0.297,18.0,male,0.0,47.506306,18.946099,Bob Bobson,14.04.2024,Anne Anthony
red squirrel,Hungary,0.308,20.0,female,0.0,47.510068,18.947176,Bob Bobson,14.04.2024,Anne Anthony
red squirrel,Hungary,0.268,19.0,male,0.0,47.51106,18.939832,Bob Bobson,14.04.2024,Anne Anthony
red squirrel,Germany,0.259,22.0,male,0.0,48.160831,11.492403,Bob Bobson,14.04.2024,Bob Bobson
hedgehog,Hungary,0.7,15.0,male,0.0,47.511427,18.948714,Bob Bobson,15.04.2024,Anne Anthony
red squirrel,Poland,0.278,21.0,female,0.0,52.211888,21.03235,Bob Bobson,15.04.2024,Anne Anthony
red squirrel,Germany,0.339,19.0,female,0.0,48.161422,11.491813,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.307,22.0,male,0.0,48.16079,11.489549,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.256,20.0,female,0.0,48.161009,11.491557,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.29,20.0,male,0.0,48.160807,11.494219,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.323,18.0,female,0.0,48.161794,11.494325,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.293,21.0,male,0.0,48.161069,11.49303,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.326,18.0,female,0.0,48.16087,11.49027,Bob Bobson,15.04.2024,Bob Bobson
red squirrel,Germany,0.266,21.0,female,0.0,48.16056,11.490806,Bob Bobson,15.04.2024,Bob Bobson
hedgehog,Slovakia,0.5,18.0,female,0.0,48.409909,18.867006,Bob Bobson,15.04.2024,John Johnson
red squirrel,Czech Republic,0.317,19.0,male,0.0,50.106373,14.347574,Bob Bobson,15.04.2024,John Johnson
hedgehog,Hungary,0.5,19.0,female,0.0,47.50643,18.947912,Bob Bobson,16.04.2024,Anne Anthony
hedgehog,Hungary,0.6,15.0,male,0.0,47.506663,18.94032,Bob Bobson,16.04.2024,Anne Anthony
red squirrel,Hungary,0.254,20.0,female,0.0,47.508169,18.947418,Bob Bobson,16.04.2024,Anne Anthony
red squirrel,Germany,0.313,19.0,male,0.0,48.161902,11.49458,Bob Bobson,16.04.2024,Bob Bobson
red squirrel,Germany,0.2,14.0,male,0.0,49.554765,11.0922,Bob Bobson,16.04.2024,Bob Bobson
red squirrel,Germany,0.278,18.0,female,0.0,49.558466,11.096048,Bob Bobson,16.04.2024,Bob Bobson
hedgehog,Slovakia,0.6,25.0,male,0.0,48.407605,18.876341,Bob Bobson,16.04.2024,John Johnson
red squirrel,Poland,0.298,19.0,female,0.0,52.212379,21.032913,Bob Bobson,17.04.2024,Anne Anthony
hedgehog,Germany,0.7,21.0,male,0.0,49.556052,11.081501,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Germany,1.2,28.0,male,0.0,49.55152,11.079537,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Germany,0.5,18.0,female,0.0,49.553737,11.087705,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Germany,1.0,20.0,male,0.0,49.560442,11.098395,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Germany,0.9,25.0,male,0.0,49.560723,11.084667,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Germany,0.4,16.0,female,0.0,49.55879,11.081218,Bob Bobson,17.04.2024,Bob Bobson
red squirrel,Germany,0.294,20.0,male,0.0,49.545857,11.076254,Bob Bobson,17.04.2024,Bob Bobson
red squirrel,Germany,0.3,23.0,female,0.0,49.554685,11.08345,Bob Bobson,17.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,23.0,male,0.0,48.186112,17.090491,Bob Bobson,17.04.2024,John Johnson
red squirrel,Czech Republic,0.283,22.0,female,0.0,50.106413,14.348204,Bob Bobson,17.04.2024,John Johnson
red squirrel,Czech Republic,0.28,22.0,female,0.0,50.107135,14.348206,Bob Bobson,17.04.2024,John Johnson
hedgehog,Germany,1.0,24.0,male,0.0,49.561057,11.084334,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.7,25.0,male,0.0,49.554133,11.089674,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.6,22.0,female,0.0,49.561174,11.102216,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.5,20.0,male,0.0,49.563085,11.101392,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.9,25.0,male,0.0,49.551318,11.085475,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.5,16.0,female,0.0,49.556237,11.088639,Bob Bobson,18.04.2024,Bob Bobson
hedgehog,Germany,0.8,17.0,male,0.0,49.545768,11.086386,Bob Bobson,18.04.2024,Bob Bobson
red squirrel,Czech Republic,0.326,23.0,male,0.0,50.107313,14.348552,Bob Bobson,18.04.2024,John Johnson
red squirrel,Poland,0.341,23.0,male,0.0,52.212042,21.033492,Bob Bobson,19.04.2024,Anne Anthony
hedgehog,Austria,0.6,17.0,female,0.0,47.319579,11.186061,Bob Bobson,19.04.2024,Bob Bobson
hedgehog,Austria,0.9,25.0,male,0.0,47.317974,11.187472,Bob Bobson,19.04.2024,Bob Bobson
hedgehog,Austria,1.1,22.0,male,0.0,47.316562,11.19116,Bob Bobson,19.04.2024,Bob Bobson
hedgehog,Austria,1.2,24.0,male,0.0,47.318191,11.189484,Bob Bobson,19.04.2024,Bob Bobson
hedgehog,Slovakia,1.1,19.0,female,0.0,48.187522,17.087251,Bob Bobson,19.04.2024,John Johnson
hedgehog,Slovakia,1.1,29.0,male,0.0,48.185406,17.084535,Bob Bobson,19.04.2024,John Johnson
red squirrel,Poland,0.327,23.0,male,0.0,52.212168,21.032304,Bob Bobson,20.04.2024,Anne Anthony
red squirrel,Poland,0.337,24.0,female,0.0,52.211797,21.03375,Basia,20.04.2024,Anne Anthony
red squirrel,Poland,0.318,24.0,male,0.0,52.21247,21.033642,Bob Bobson,20.04.2024,Anne Anthony
red squirrel,Poland,0.33,23.0,male,0.0,52.211872,21.032296,Puchatek,20.04.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,0.0,48.186208,17.089749,Bob Bobson,21.04.2024,John Johnson
red squirrel,Poland,0.306,19.0,female,0.0,52.212605,21.033877,Bob Bobson,22.04.2024,Anne Anthony
red squirrel,Poland,0.349,20.0,female,0.0,52.212001,21.033903,Bob Bobson,22.04.2024,Anne Anthony
hedgehog,Slovakia,0.7,16.0,male,0.0,48.184231,17.091694,Bob Bobson,23.04.2024,John Johnson
red squirrel,Poland,0.271,19.0,female,0.0,52.211797,21.032857,Bob Bobson,24.04.2024,Anne Anthony
red squirrel,Poland,0.329,24.0,female,0.0,52.212045,21.031986,Bob Bobson,24.04.2024,Anne Anthony
hedgehog,Slovakia,0.6,15.0,female,0.0,48.185648,17.083763,Bob Bobson,24.04.2024,John Johnson
red squirrel,Poland,0.311,21.0,male,0.0,52.212203,21.032279,Bob Bobson,25.04.2024,Anne Anthony
hedgehog,Slovakia,0.7,16.0,male,0.0,48.185433,17.086216,Bob Bobson,26.04.2024,John Johnson
red squirrel,Poland,0.29,24.0,female,0.0,52.212763,21.032786,Bob Bobson,27.04.2024,Anne Anthony
hedgehog,Slovakia,1.2,22.0,male,0.0,48.186913,17.088174,Bob Bobson,27.04.2024,John Johnson
hedgehog,Slovakia,0.7,24.0,female,0.0,48.185649,17.088834,Bob Bobson,27.04.2024,John Johnson
red squirrel,Poland,0.312,23.0,male,0.0,52.21212,21.034268,Bob Bobson,28.04.2024,Anne Anthony
hedgehog,Germany,0.5,20.0,male,0.0,49.55324,11.074008,Bob Bobson,28.04.2024,Bob Bobson
hedgehog,Germany,1.1,20.0,female,0.0,49.551562,11.081737,Bob Bobson,28.04.2024,Bob Bobson
hedgehog,Germany,0.6,18.0,male,0.0,49.547376,11.079529,Bob Bobson,28.04.2024,Bob Bobson
hedgehog,Germany,0.8,20.0,male,0.0,49.560178,11.093259,Bob Bobson,28.04.2024,Bob Bobson
hedgehog,Germany,0.8,19.0,male,0.0,49.558968,11.106642,Bob Bobson,28.04.2024,Bob Bobson
hedgehog,Slovakia,0.9,20.0,male,0.0,48.18637,17.090384,Bob Bobson,28.04.2024,John Johnson
hedgehog,Hungary,0.6,16.0,female,0.0,47.506035,18.944528,Bob Bobson,29.04.2024,Anne Anthony
red squirrel,Poland,0.27,21.0,female,0.0,52.21239,21.034548,Basia,29.04.2024,Anne Anthony
hedgehog,Slovakia,1.1,23.0,male,0.0,48.183848,17.082806,Bob Bobson,29.04.2024,John Johnson
red squirrel,Poland,0.292,20.0,female,0.0,52.212433,21.032496,Bob Bobson,30.04.2024,Anne Anthony
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.05.2024,James Johnson
red squirrel,Poland,0.305,19.0,female,0.0,52.212746,21.033832,Bob Bobson,09.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,22.0,male,0.0,48.23276,17.069049,Bob Bobson,09.05.2024,John Johnson
hedgehog,Hungary,0.7,16.0,male,0.0,47.509595,18.939751,Bob Bobson,10.05.2024,Anne Anthony
hedgehog,Hungary,1.0,20.0,male,0.0,47.511301,18.93974,Bob Bobson,10.05.2024,Anne Anthony
red squirrel,Poland,0.264,21.0,male,0.0,52.212148,21.033421,Bob Bobson,11.05.2024,Anne Anthony
hedgehog,Germany,0.7,24.0,male,0.0,49.56023,11.102233,Bob Bobson,11.05.2024,Bob Bobson
hedgehog,Germany,1.1,19.0,female,0.0,49.54841,11.078249,Bob Bobson,11.05.2024,Bob Bobson
hedgehog,Slovakia,0.8,24.0,female,0.0,48.239628,17.087298,Bob Bobson,11.05.2024,John Johnson
hedgehog,Hungary,1.0,23.0,female,0.0,47.507376,18.9396,Bob Bobson,12.05.2024,Anne Anthony
red squirrel,Poland,0.266,20.0,male,0.0,52.212429,21.032435,Bob Bobson,12.05.2024,Anne Anthony
hedgehog,Slovakia,0.5,19.0,male,0.0,48.231939,17.087688,Bob Bobson,12.05.2024,John Johnson
red squirrel,Poland,0.266,21.0,female,0.0,52.21284,21.034377,Bob Bobson,13.05.2024,Anne Anthony
red squirrel,Poland,0.317,20.0,female,0.0,52.212163,21.032633,Bob Bobson,13.05.2024,Anne Anthony
hedgehog,Slovakia,1.0,18.0,male,0.0,48.225014,17.081449,Bob Bobson,13.05.2024,John Johnson
hedgehog,Hungary,0.6,17.0,female,0.0,47.506311,18.947371,Bob Bobson,14.05.2024,Anne Anthony
red squirrel,Poland,0.27,23.0,female,0.0,52.212553,21.032768,Bob Bobson,14.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,22.0,female,0.0,48.225116,17.086408,Bob Bobson,14.05.2024,John Johnson
red squirrel,Poland,0.279,22.0,male,0.0,52.212411,21.033173,Bob Bobson,15.05.2024,Anne Anthony
hedgehog,Hungary,1.0,18.0,female,0.0,47.507019,18.944015,Bob Bobson,16.05.2024,Anne Anthony
hedgehog,Slovakia,0.4,13.0,male,0.0,48.237386,17.078352,Bob Bobson,16.05.2024,John Johnson
hedgehog,Hungary,0.3315,21.0,male,0.0,47.510077,18.945646,Bob Bobson,17.05.2024,Anne Anthony
red squirrel,Poland,0.28,19.0,female,0.0,52.212542,21.033829,Bob Bobson,17.05.2024,Anne Anthony
red squirrel,Poland,0.26,19.0,male,0.0,52.212628,21.034494,Bob Bobson,17.05.2024,Anne Anthony
red squirrel,Poland,0.294,24.0,female,0.0,52.21294,21.034208,Bob Bobson,17.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,20.0,male,0.0,48.235981,17.081698,Bob Bobson,17.05.2024,John Johnson
hedgehog,Slovakia,0.8,16.0,female,0.0,48.23493,17.084813,Bob Bobson,17.05.2024,John Johnson
red squirrel,Poland,0.306,21.0,male,0.0,52.211896,21.033806,Bob Bobson,18.05.2024,Anne Anthony
red squirrel,Poland,0.277,22.0,male,0.0,52.211924,21.033243,Bob Bobson,18.05.2024,Anne Anthony
hedgehog,Hungary,1.1,22.0,female,0.0,47.510584,18.94173,Bob Bobson,19.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,19.0,female,0.0,48.236605,17.071495,Bob Bobson,19.05.2024,John Johnson
red squirrel,Poland,0.341,21.0,female,0.0,52.212295,21.034039,Bob Bobson,20.05.2024,Anne Anthony
red squirrel,Poland,0.338,22.0,female,0.0,52.212915,21.033226,Bob Bobson,21.05.2024,Anne Anthony
red squirrel,Poland,0.311,19.0,female,0.0,52.212601,21.032613,Bob Bobson,21.05.2024,Anne Anthony
hedgehog,Slovakia,1.2,25.0,male,0.0,48.231497,17.073128,Bob Bobson,21.05.2024,John Johnson
hedgehog,Slovakia,0.4,16.0,female,0.0,48.238634,17.074895,Bob Bobson,21.05.2024,John Johnson
red squirrel,Poland,0.308,23.0,male,0.0,52.212245,21.032988,Bob Bobson,22.05.2024,Anne Anthony
red squirrel,Poland,0.308,22.0,female,0.0,52.212583,21.032932,Bob Bobson,22.05.2024,Anne Anthony
red squirrel,Poland,0.29,23.0,male,0.0,52.212065,21.034571,Bob Bobson,23.05.2024,Anne Anthony
hedgehog,Slovakia,0.5,16.0,male,0.0,48.231214,17.084105,Bob Bobson,23.05.2024,John Johnson
red squirrel,Poland,0.346,22.0,female,0.0,52.212305,21.033921,Bob Bobson,24.05.2024,Anne Anthony
hedgehog,Slovakia,0.7,20.0,female,0.0,48.231411,17.075484,Bob Bobson,24.05.2024,John Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,52.212906,21.03321,Bob Bobson,25.05.2024,Anne Anthony
red squirrel,Poland,0.327,24.0,female,0.0,52.82211,23.814403,Bob Bobson,26.05.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,0.0,48.237588,17.090344,Bob Bobson,26.05.2024,John Johnson
hedgehog,Slovakia,0.7,18.0,female,0.0,48.232775,17.070226,Bob Bobson,27.05.2024,John Johnson
red squirrel,Poland,0.274,23.0,male,0.0,52.821631,23.813638,Bob Bobson,28.05.2024,Anne Anthony
red squirrel,Poland,0.31,19.0,female,0.0,52.821524,23.817037,Basia,29.05.2024,Anne Anthony
hedgehog,Slovakia,0.8,18.0,male,0.0,48.22689,17.084025,Bob Bobson,29.05.2024,John Johnson
hedgehog,Slovakia,0.6,18.0,female,0.0,48.237124,17.085811,Bob Bobson,30.05.2024,John Johnson
red squirrel,Poland,0.315,24.0,female,0.0,52.82295,23.81275,Bob Bobson,31.05.2024,Anne Anthony
red squirrel,Poland,0.293,22.0,female,0.0,52.820813,23.809086,Bob Bobson,31.05.2024,Anne Anthony
red squirrel,Poland,0.302,24.0,male,0.0,52.825793,23.811068,Bob Bobson,31.05.2024,Anne Anthony
red squirrel,Poland,0.299,20.0,female,0.0,52.820308,23.809736,Bob Bobson,31.05.2024,Anne Anthony
hedgehog,Slovakia,0.6,15.0,male,0.0,48.228141,17.089055,Bob Bobson,31.05.2024,John Johnson
red squirrel,Poland,0.325,20.0,male,0.0,52.823959,23.817073,Bob Bobson,01.06.2024,Anne Anthony
red squirrel,Poland,0.276,22.0,male,0.0,52.825746,23.815204,Bob Bobson,01.06.2024,Anne Anthony
red squirrel,Poland,0.298,24.0,female,0.0,52.823595,23.814758,Bob Bobson,01.06.2024,Anne Anthony
red squirrel,Poland,0.322,23.0,male,0.0,52.825363,23.816829,Bob Bobson,01.06.2024,Anne Anthony
red squirrel,Poland,0.344,22.0,female,0.0,52.821958,23.811375,Bob Bobson,01.06.2024,Anne Anthony
red squirrel,Poland,0.323,22.0,female,0.0,52.823084,23.816106,Bob Bobson,01.06.2024,Anne Anthony
hedgehog,Slovakia,0.6,15.0,male,0.0,48.238913,17.065508,Bob Bobson,02.06.2024,John Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.06.2024,James Johnson
hedgehog,Slovakia,0.7,14.0,female,0.0,48.237762,17.067101,Bob Bobson,03.06.2024,John Johnson
hedgehog,Slovakia,0.7,17.0,female,0.0,48.238517,17.090268,Bob Bobson,03.06.2024,John Johnson
hedgehog,Slovakia,0.7,24.0,male,0.0,48.232384,17.067453,Bob Bobson,05.06.2024,John Johnson
red squirrel,Czech Republic,0.324,19.0,male,0.0,50.881376,14.367503,Bob Bobson,06.06.2024,John Johnson
red squirrel,Czech Republic,0.324,19.0,female,0.0,50.883325,14.372463,Bob Bobson,06.06.2024,John Johnson
red squirrel,Czech Republic,0.291,21.0,female,0.0,50.881428,14.366689,Bob Bobson,08.06.2024,John Johnson
red squirrel,Czech Republic,0.258,20.0,male,0.0,50.882642,14.372818,Bob Bobson,08.06.2024,John Johnson
red squirrel,Czech Republic,0.333,23.0,male,0.0,50.883849,14.367353,Bob Bobson,10.06.2024,John Johnson
red squirrel,Czech Republic,0.278,18.0,female,0.0,50.884288,14.372837,Bob Bobson,11.06.2024,John Johnson
red squirel,Slovakia,0.297,20.0,not determined,0.0,49.054132,22.411066,Bob Bobson,03.07.2024,James Johnson
red squirrel,Slovakia,0.273,23.0,female,0.0,49.055962,22.425527,Bob Bobson,03.07.2024,James Johnson
red squirrel,Slovakia,0.254,19.0,male,0.0,49.055646,22.412458,Bob Bobson,03.07.2024,James Johnson
red squirrel,Slovakia,0.305,20.0,female,0.0,49.05291,22.420861,Bob Bobson,03.07.2024,James Johnson
red squirrel,Slovakia,0.327,19.0,female,0.0,49.055547,22.411172,Bob Bobson,03.07.2024,James Johnson
red squirrell,Slovakia,0.305,20.0,male,0.0,49.054647,22.410445,Bob Bobson,03.07.2024,James Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.07.2024,James Johnson
hedgehog,Slovakia,1.0,17.0,male,0.0,48.226063,17.078596,Bob Bobson,05.07.2024,James Johnson
hedgehog,Slovakia,0.6,16.0,female,0.0,48.238067,17.090891,Bob Bobson,05.07.2024,James Johnson
hedgehog,Slovakia,1.1,20.0,female,0.0,48.23954,17.066719,Bob Bobson,05.07.2024,James Johnson
red squirrel,Slovakia,0.327,23.0,male,0.0,49.057284,22.423861,Bob Bobson,03.08.2024,James Johnson
red squirrel,Slovakia,0.319,22.0,female,0.0,49.054751,22.41916,Bob Bobson,03.08.2024,James Johnson
red squirrel,Slovakia,0.303,20.0,male,0.0,49.05593,22.424085,Bob Bobson,03.08.2024,James Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.08.2024,James Johnson
red squirrel,Slovakia,0.309,20.0,female,0.0,49.057758,22.415169,Bob Bobson,03.09.2024,James Johnson
red squirrel,Slovakia,0.332,19.0,male,0.0,48.185695,17.090742,Bob Bobson,03.09.2024,James Johnson
red squirrel,Slovakia,0.331,18.0,female,0.0,48.18604,17.091147,Bob Bobson,03.11.2024,James Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.13.2024,James Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.14.2024,James Johnson
red squirrel,Poland,0.3315,21.0,male,0.0,49.560723,18.944015,Bob Bobson,03.22.2024,James Johnson
hedgehog,Hungary,0.3315,21.0,male,0.0,47.509755,18.949465,Bob Bobson,1 May 2024,Anne Anthony
hedgehog,Hungary,0.9,16.0,female,0.0,47.507053,18.943306,Bob Bobson,1 May 2024,Anne Anthony
red squirrel,Poland,0.281,21.0,male,0.0,52.211985,21.032869,Bob Bobson,1 May 2024,Anne Anthony
hedgehog,Slovakia,0.6,19.0,female,0.0,48.184621,17.089464,Bob Bobson,1 May 2024,John Johnson
red squirrel,Poland,0.282,22.0,female,0.0,52.212911,21.034175,Bob Bobson,2 may 2024,Anne Anthony
red squirrel,Germany,0.305,21.0,female,0.0,48.162609,11.494157,Bob Bobson,2 may 2024,Bob Bobson
hedgehog,Hungary,1.2,26.0,male,0.0,47.509103,18.948171,Bob Bobson,3 May 2024,Anne Anthony
hedgehog,Slovakia,1.1,22.0,male,0.0,48.183927,17.090716,Bob Bobson,3 May 2024,John Johnson
red squirrel,Poland,0.317,19.0,female,0.0,52.21231,21.033586,Zuzia,4 May 2024,Anne Anthony
hedgehog,Hungary,0.7,26.0,male,0.0,47.510697,18.948588,Bob Bobson,5 May 2024,Anne Anthony
hedgehog,Hungary,1.1,21.0,female,0.0,47.505903,18.948538,Bob Bobson,5 May 2024,Anne Anthony
hedgehog,Germany,0.6,23.0,female,0.0,49.56122,11.082195,Bob Bobson,5 May 2024,Bob Bobson
hedgehog,Germany,0.7,21.0,female,0.0,49.559523,11.103684,Bob Bobson,5 May 2024,Bob Bobson
hedgehog,Germany,0.6,23.0,male,0.0,49.547725,11.082734,Bob Bobson,5 May 2024,Bob Bobson
hedgehog,Slovakia,1.0,21.0,male,0.0,48.185893,17.08942,Bob Bobson,5 May 2024,John Johnson
hedgehog,Slovakia,0.4,16.0,male,0.0,48.187845,17.086572,Bob Bobson,5 May 2024,John Johnson
hedgehog,Slovakia,0.7,19.0,female,0.0,48.184278,17.086878,Bob Bobson,5 May 2024,John Johnson
red squirrel,Poland,0.301,22.0,male,0.0,52.21276,21.034189,Bob Bobson,6 May 2024,Anne Anthony
red squirrel,Poland,0.343,22.0,male,0.0,52.212497,21.033515,Bob Bobson,6 May 2024,Anne Anthony
red squirrel,Poland,0.307,20.0,female,0.0,52.212144,21.033534,Bob Bobson,6 May 2024,Anne Anthony
hedgehog,Slovakia,0.8,21.0,male,0.0,48.187468,17.088827,Bob Bobson,6 May 2024,John Johnson
hedgehog,Hungary,0.9,23.0,male,0.0,47.510055,18.944356,Bob Bobson,7 May 2024,Anne Anthony
red squirrel,Poland,0.346,20.0,female,0.0,52.212001,21.033187,Lola,7 May 2024,Anne Anthony
hedgehog,Germany,1.0,23.0,female,0.0,49.561356,11.105334,Bob Bobson,7 May 2024,Bob Bobson
hedgehog,Germany,0.5,17.0,female,0.0,49.561569,11.087046,Bob Bobson,7 May 2024,Bob Bobson
hedgehog,Hungary,0.9,16.0,female,0.0,47.50986,18.939943,Bob Bobson,8 May 2024,Anne Anthony
